player_one,score_player_one,player_two,score_player_two,winner,template,player_one_hero,player_two_hero,bidding_amount,ending_day,created_at,turns_played,player_one_town,player_one_colour,player_two_town,player_two_colour,template_type
Templar,0,mkinas888,1,mkinas888,6lm10a/tp,aine,deemer,-200,134,2023-01-24 22:30:00,18.0,tower,red,dungeon,blue,XL+U
Phillsen,0,Ponczuszek,1,Ponczuszek,6lm10a/tp,thant,shakti,2600.0,124,2023-01-24 22:58:40,11.0,necropolis,blue,dungeon,red,XL+U
jacajackson,1,Aproh,0,jacajackson,mt_JebusKing,corkes,miriam,5000.0,125,2023-01-24 23:31:18,12.0,cove,red,cove,blue,Mirror
Gongwazy,1,cdk,0,Gongwazy,mt_Andromeda,gundula,terek,-1000.0,123,2023-01-25 00:03:26,10.0,stronghold,blue,stronghold,red,Mirror
siofo,0,ignus,1,ignus,Nostalgia/TP,calh,valeska,-1000.0,133,2023-01-25 00:23:31,17.0,inferno,blue,castle,red,XL+U
mqnabz7,0,Gongwazy,1,Gongwazy,2sm4d(3),calh,anabel,-1100.0,125,2023-01-25 10:49:20,12.0,inferno,red,cove,blue,Other
roxeno,1,Stevmar,0,roxeno,6lm10a/tp,ivor,anabel,-1900.0,145,2023-01-25 11:22:30,26.0,rampart,red,cove,blue,XL+U
pdemianczuk,1,sebastos,0,pdemianczuk,Nostalgia/TP,shakti,ivor,-1900,144,2023-01-25 12:12:04,25.0,dungeon,red,rampart,blue,XL+U
Tyranuxus,0,PumbaRR,1,PumbaRR,mt_Firewalk,beatrice,adela,7300.0,125,2023-01-25 13:33:53,12.0,castle,red,castle,blue,Mirror
StygianOne,1,AksOlek,0,StygianOne,6lm10a/tp,ivor,alkin,2100.0,135,2023-01-25 14:06:52,19.0,rampart,blue,fortress,red,XL+U
Stevmar,1,D3CH4,0,Stevmar,mt_MP,tazar,alkin,-900.0,132,2023-01-25 20:25:51,16.0,fortress,blue,fortress,red,Mirror
Begrezen,1,Przemo205,0,Begrezen,h3dm1/3,boragus,shiva,-1000.0,122,2023-01-25 21:04:40,9.0,stronghold,blue,stronghold,red,Mirror
BOARtek,0,miodzislaw,1,miodzislaw,h3dm1/3,nymus,octavia,700.0,123,2023-01-25 21:13:31,10.0,inferno,red,inferno,blue,Mirror
miodzislaw,1,ZielonyMiś,0,miodzislaw,h3dm1/3,tazar,alkin,-700.0,126,2023-01-25 21:17:36,13.0,fortress,blue,fortress,red,Mirror
SDK_Ravciozo,1,konsamaxi,0,SDK_Ravciozo,h3dm1/3,clavius,sandro,700.0,123,2023-01-25 21:51:14,10.0,necropolis,red,necropolis,blue,Mirror
GoldenCrow,0,Tur3k,1,Tur3k,Nostalgia/TP,ivor,luna,-3500.0,124,2023-01-26 00:13:41,11.0,rampart,red,conflux,blue,XL+U
SudokuWB,1,jt1911,0,SudokuWB,h3dm1/3,octavia,ignatius,900.0,133,2023-01-26 01:00:56,17.0,inferno,red,inferno,blue,Mirror
bunjis,0,Maester,1,Maester,6lm10a/tp,luna,ivor,-700,142,2023-01-26 11:59:44,23.0,conflux,blue,rampart,red,XL+U
[SDK] Ravciozo,0,Cruzen,1,Cruzen,mt_Andromeda,elleshar,mephala,-1000,134,2023-01-26 12:33:42,18.0,rampart,red,rampart,blue,Mirror
SudokuWB,1,Kubaryt,0,SudokuWB,mt_Andromeda,daremyth,rissa,-1900.0,132,2023-01-26 15:40:27,16.0,tower,blue,tower,red,Mirror
smok_,1,Klusek,0,smok_,Nostalgia/TP,ivor,valeska,-2300.0,121,2023-01-26 18:48:58,8.0,rampart,red,castle,blue,XL+U
BOARtek,1,ZielonyMiś,0,BOARtek,h3dm1/3,tazar,alkin,900.0,115,2023-01-26 19:02:04,5.0,fortress,red,fortress,blue,Mirror
Bejker,0,Niechcic,1,Niechcic,h3dm1/3,alkin,tazar,-900,124,2023-01-26 20:25:48,11.0,fortress,red,fortress,blue,Mirror
BialyWegorz,1,Lipathor,0,BialyWegorz,mt_MP,geon,damacon,2000.0,135,2023-01-26 20:36:59,19.0,dungeon,red,dungeon,blue,Mirror
orzech15100,0,Soczi80,1,Soczi80,h3dm1/3,jeremy,illor,1000.0,121,2023-01-26 20:47:08,8.0,cove,red,cove,blue,Mirror
NosakaYuuma,0,mirek_swirek,1,mirek_swirek,h3dm1/3,shiva,terek,900.0,113,2023-01-26 21:23:16,3.0,stronghold,red,stronghold,blue,Mirror
Tur3k,1,chochla,0,Tur3k,6lm10a/tp,tyraxor,luna,-3600.0,134,2023-01-26 21:40:36,18.0,stronghold,red,conflux,blue,XL+U
rybas,1,Jordan27,0,rybas,6lm10a/tp,anabel,tyraxor,4200.0,126,2023-01-26 22:00:11,13.0,cove,red,stronghold,blue,XL+U
GALAXER,0,MeYdeY,1,MeYdeY,mt_Firewalk,damacon,dace,-6400.0,114,2023-01-26 22:50:59,4.0,dungeon,blue,dungeon,red,Mirror
kaszub,0,sebastos,1,sebastos,6lm10a/tp,jeddite,calh,1100.0,131,2023-01-26 23:18:19,15.0,dungeon,blue,inferno,red,XL+U
Xarizu,0,Quietgum,1,Quietgum,6lm10a/tp,calh,tyraxor,2800.0,126,2023-01-26 23:49:03,13.0,inferno,red,stronghold,blue,XL+U
balkan13,0,Jaa209,1,Jaa209,Nostalgia/TP,iona,anabel,-1800,137,2023-01-27 00:13:36,21.0,tower,blue,cove,red,XL+U
grzechen88,1,burymistrz,0,grzechen88,6lm10a/tp,calh,tyraxor,2700.0,137,2023-01-27 02:08:33,21.0,inferno,red,stronghold,blue,XL+U
mkinas888,1,pdemianczuk,0,mkinas888,h3dm1/3,illor,jeremy,600.0,131,2023-01-27 02:43:00,15.0,cove,red,cove,blue,Mirror
dimidino,1,Zandarz,0,dimidino,mt_Andromeda,daremyth,aine,-1000.0,137,2023-01-27 02:53:49,21.0,tower,blue,tower,red,Mirror
siwak6,1,Stevmar,0,siwak6,mt_Andromeda,caitlin,lord haart,-1000.0,125,2023-01-27 11:52:58,12.0,castle,blue,castle,red,Mirror
Krotor,1,h34life,0,Krotor,6lm10a/tp,solmyr,wystan,600.0,136,2023-01-27 13:58:50,20.0,tower,blue,fortress,red,XL+U
Rzaku,0,Maralf,1,Maralf,h3dm1/3,jeremy,eovacius,700.0,125,2023-01-27 14:05:18,12.0,cove,red,cove,blue,Mirror
Dark_Pepega,1,kamekQ123,0,Dark_Pepega,mt_Firewalk,astral,cyra,6300.0,123,2023-01-27 16:50:14,10.0,tower,red,tower,blue,Mirror
Scooby,0,Darcade,1,Darcade,Nostalgia/TP,tyraxor,alkin,700,136,2023-01-27 18:19:20,20.0,stronghold,blue,fortress,red,XL+U
Bigracik,1,Shihtzu,0,Bigracik,h3dm1/3,geon,ajit,-900.0,113,2023-01-27 19:43:26,3.0,dungeon,red,dungeon,blue,Mirror
Beholder,1,AnanasowyJoe,0,Beholder,mt_MP,geon,geon,1200.0,126,2023-01-27 19:57:15,13.0,dungeon,red,dungeon,blue,Mirror
Jon_Snow_,0,grzechen88,1,grzechen88,6lm10a/tp,wystan,calh,200.0,135,2023-01-27 20:06:17,19.0,fortress,blue,inferno,red,XL+U
BielikBazuka,0,chochla,1,chochla,h3dm1/3,damacon,ajit,-1000.0,121,2023-01-27 20:24:12,8.0,dungeon,blue,dungeon,red,Mirror
mkinas888,1,gornik,0,mkinas888,6lm10a/tp,valeska,wystan,1500.0,131,2023-01-27 20:45:34,15.0,castle,blue,fortress,red,XL+U
Soczi80,1,Lipathor,0,Soczi80,h3dm1/3,caitlin,orrin,-900.0,127,2023-01-27 20:46:03,14.0,castle,blue,castle,red,Mirror
Matek8,1,Nadziej,0,Matek8,Nostalgia/TP,aine,calh,400.0,131,2023-01-27 20:47:02,15.0,tower,red,inferno,blue,XL+U
Gornek,0,Mati11,1,Mati11,mt_MP,shiva,boragus,-2000.0,124,2023-01-27 20:58:59,11.0,stronghold,blue,stronghold,red,Mirror
balkan13,0,michaleklos,1,michaleklos,h3dm1/3,septienna,nagash,800.0,124,2023-01-27 21:02:25,11.0,necropolis,red,necropolis,blue,Mirror
Voideck,1,mirek_swirek,0,Voideck,h3dm1/3,aenain,gelare,-800.0,131,2023-01-27 21:05:37,15.0,conflux,blue,conflux,red,Mirror
krol_wioski,0,aabb,1,aabb,mt_Firewalk,gundula,boragus,-6600.0,126,2023-01-27 21:21:04,13.0,stronghold,blue,stronghold,red,Mirror
dimidino,1,Tiasir,0,dimidino,h3dm1/3,octavia,nymus,900.0,121,2023-01-27 21:26:51,8.0,inferno,red,inferno,blue,Mirror
korczi,1,Mrozunio,0,korczi,h3dm1/3,alkin,tazar,-900.0,135,2023-01-27 23:35:23,19.0,fortress,blue,fortress,red,Mirror
GALAXER,1,Templarek,0,GALAXER,mt_Firewalk,damacon,geon,5500.0,126,2023-01-27 23:41:15,13.0,dungeon,red,dungeon,blue,Mirror
Gongwazy,1,PumbaRR,0,Gongwazy,mt_Firewalk,gelare,monere,6900.0,125,2023-01-28 00:22:00,12.0,conflux,red,conflux,blue,Mirror
SudokuWB,1,LordDavy,0,SudokuWB,h3dm1/3,gelare,aenain,900.0,132,2023-01-28 01:41:35,16.0,conflux,red,conflux,blue,Mirror
Narmalcil,1,kodobi,0,Narmalcil,6lm10a/tp,ivor,thant,-3100.0,136,2023-01-28 02:34:56,20.0,rampart,red,necropolis,blue,XL+U
miodzislaw,0,roxeno,1,roxeno,h3dm1/3,tazar,alkin,-1200.0,134,2023-01-28 03:01:12,18.0,fortress,blue,fortress,red,Mirror
Beholder,1,roxeno,0,Beholder,mt_JebusKing,bron,alkin,-5800.0,117,2023-01-28 11:57:01,7.0,fortress,blue,fortress,red,Mirror
Tur3k,1,kodobi,0,Tur3k,h3dm1/3,daremyth,astral,-900.0,131,2023-01-28 13:47:10,15.0,tower,blue,tower,red,Mirror
Maralf,0,Darcade,1,Darcade,Mini-nostalgia,luna,valeska,-3300,137,2023-01-28 15:35:19,21.0,conflux,blue,castle,red,Other
Soczi80,1,mirek_swirek,0,Soczi80,h3dm1/3,coronius,jenova,800.0,111,2023-01-28 16:12:16,1.0,rampart,red,rampart,blue,Mirror
PiekielnyAniol,0,aabb,1,aabb,mt_Firewalk,mephala,coronius,-6600.0,123,2023-01-28 16:14:15,10.0,rampart,blue,rampart,red,Mirror
Gongwazy,1,GoldenCrow,0,Gongwazy,mt_Andromeda,damacon,ajit,-900.0,127,2023-01-28 16:32:30,14.0,dungeon,blue,dungeon,red,Mirror
SudokuWB,1,Ponczuszek,0,SudokuWB,Sapphire,luna,ivor,3900.0,123,2023-01-28 16:36:17,10.0,conflux,blue,rampart,red,Other
GALAXER,1,krol_wioski,0,GALAXER,mt_Firewalk,jeremy,illor,-6500.0,126,2023-01-28 18:26:39,13.0,cove,blue,cove,red,Mirror
grzechen88,1,przder,0,grzechen88,mt_MP,corkes,jeremy,3000.0,124,2023-01-28 20:32:16,11.0,cove,red,cove,blue,Mirror
GoldenCrow,0,Gongwazy,1,Gongwazy,6lm10a/tp,wystan,thant,-4500.0,127,2023-01-28 21:21:37,14.0,fortress,blue,necropolis,red,XL+U
gee,0,Banita,1,Banita,6lm10a/tp,anabel,luna,6400,133,2023-01-28 21:31:03,17.0,cove,red,conflux,blue,XL+U
PiekielnyAniol,0,GALAXER,1,GALAXER,mt_Firewalk,shiva,terek,-5600.0,126,2023-01-28 22:35:08,13.0,stronghold,blue,stronghold,red,Mirror
Klusek,0,Drakonin,1,Drakonin,Sapphire,shakti,luna,-2200.0,125,2023-01-29 00:24:10,12.0,dungeon,red,conflux,blue,Other
JanPegasus2,1,TselNabis,0,JanPegasus2,mt_JebusKing,octavia,nymus,5500.0,125,2023-01-29 01:16:44,12.0,inferno,red,inferno,blue,Mirror
wnukos,1,berkas,0,wnukos,mt_MP,coronius,mephala,1800.0,131,2023-01-29 01:23:27,15.0,rampart,red,rampart,blue,Mirror
rybas,1,Witu,0,rybas,h3dm1/3,gundula,crag hack,1000.0,135,2023-01-29 13:46:06,19.0,stronghold,red,stronghold,blue,Mirror
Antyintel,1,Zator,0,Antyintel,6lm10a/tp,thant,aine,-4800,232,2023-01-29 14:31:24,44.0,necropolis,red,tower,blue,XL+U
aabb,1,GALAXER,0,aabb,mt_Firewalk,cyra,astral,6000.0,121,2023-01-29 15:10:44,8.0,tower,red,tower,blue,Mirror
Kacper,1,wyryzmol,0,Kacper,mt_Firewalk,jenova,ivor,4700.0,125,2023-01-29 16:08:39,12.0,rampart,red,rampart,blue,Mirror
Bajer89,0,ProtosArchon,1,ProtosArchon,8xm12a,anabel,crag hack,0,,2023-01-29 16:13:31,,cove,red,stronghold,blue,XL+U
Haxo,1,AnanasowyJoe,0,Haxo,6lm10a/tp,aine,valeska,2100,116,2023-01-29 17:04:27,6.0,tower,red,castle,blue,XL+U
Mikii,1,Scyzoryk,0,Mikii,h3dm1/3,coronius,mephala,0.0,131,2023-01-29 18:18:40,15.0,rampart,red,rampart,blue,Mirror
Kenye,1,LordNecron,0,Kenye,h3dm1/3,elleshar,mephala,-1500,132,2023-01-29 18:29:04,16.0,rampart,red,rampart,blue,Mirror
chochla,0,Nefretis,1,Nefretis,h3dm1/3,ayden,octavia,-800.0,131,2023-01-29 21:03:42,15.0,inferno,blue,inferno,red,Mirror
Talar1233,1,Akabes,0,Talar1233,h3dm1/3,caitlin,beatrice,800,121,2023-01-29 21:52:58,8.0,castle,blue,castle,red,Mirror
Jon_Snow_,0,grzechen88,1,grzechen88,Sapphire,ivor,deemer,2300.0,146,2023-01-29 22:15:51,27.0,rampart,red,dungeon,blue,Other
smok_,0,aabb,1,aabb,mt_Firewalk,cyra,astral,-6500.0,136,2023-01-29 22:32:47,20.0,tower,blue,tower,red,Mirror
Voideck,1,BialyWegorz,0,Voideck,mt_MP,geon,ajit,2200.0,127,2023-01-30 00:13:29,14.0,dungeon,red,dungeon,blue,Mirror
Niechcic,0,Chleb,0,Remis,Nostalgia/TP,valeska,shakti,2400,136,2023-01-30 00:58:39,20.0,castle,blue,dungeon,red,XL+U
SzarikPies,1,CONOP,0,SzarikPies,8xm12a,shakti,solmyr,3600,136,2023-01-30 09:20:00,20.0,dungeon,red,tower,blue,XL+U
madeo,1,jt1911,0,madeo,h3dm1/3,jeremy,illor,800,131,2023-01-30 13:35:58,15.0,cove,blue,cove,red,Mirror
Dadalus,1,Daradrax,0,Dadalus,mt_Wrzosy,coronius,aeris,800.0,137,2023-01-30 16:00:19,21.0,rampart,red,rampart,blue,Mirror
Nrets,1,Hiszpan,0,Nrets,6lm10a/tp,thant,aine,-3000,141,2023-01-30 18:00:02,22.0,necropolis,blue,tower,red,XL+U
bunjis,1,gee,0,bunjis,6lm10a/tp,calh,gunnar,-2000,125,2023-01-30 18:32:38,12.0,inferno,red,dungeon,blue,XL+U
Haxo,0,eska,1,eska,Nostalgia/TP,valeska,anabel,3200.0,117,2023-01-30 18:53:53,7.0,castle,blue,cove,red,XL+U
kringoo,1,D3CH4,0,kringoo,h3dm1/3,coronius,elleshar,900.0,134,2023-01-30 20:02:20,18.0,rampart,red,rampart,blue,Mirror
Jabolpunk,0,SzarikPies,1,SzarikPies,6lm10a/tp,valeska,thant,-3300.0,114,2023-01-30 21:00:37,4.0,castle,red,necropolis,blue,XL+U
aabb,1,Aleister,0,aabb,mt_Firewalk,jaegar,arlach,6500.0,117,2023-01-30 21:02:54,7.0,dungeon,red,dungeon,blue,Mirror
cdk,0,Scooby,1,Scooby,Nostalgia/TP,tyraxor,deemer,-2600.0,125,2023-01-30 22:30:53,12.0,stronghold,red,dungeon,blue,XL+U
Tur3k,1,Nefretis,0,Tur3k,6lm10a/tp,anabel,grindan,-1000.0,131,2023-01-30 23:20:52,15.0,cove,red,conflux,blue,XL+U
Kirasjer87,1,berkas,0,Kirasjer87,mt_Andromeda,aine,cyra,-700.0,141,2023-01-30 23:59:36,22.0,tower,blue,tower,red,Mirror
bunjis,0,pdemianczuk,1,pdemianczuk,h3dm1/3,tyris,lord haart,600.0,133,2023-01-31 00:01:29,17.0,castle,red,castle,blue,Mirror
Bajer89,1,MM14,0,Bajer89,6lm10a/tp,ivor,alamar,-1000.0,142,2023-01-31 08:08:52,23.0,rampart,red,dungeon,blue,XL+U
Dark_Pepega,1,Maester,0,Dark_Pepega,mt_Firewalk,nymus,xyron,-7000.0,114,2023-01-31 15:03:01,4.0,inferno,blue,inferno,red,Mirror
szhzs,0,mirek_swirek,0,Remis,6lm10a/tp,shakti,ivor,-500,217,2023-01-31 16:41:35,35.0,dungeon,blue,rampart,red,XL+U
mitsurugi321,0,Narmalcil,1,Narmalcil,6lm10a/tp,valeska,luna,4700,134,2023-01-31 20:50:03,18.0,castle,blue,conflux,red,XL+U
siwak6,1,Mrkracy,0,siwak6,mt_Andromeda,boragus,gundula,1000.0,134,2023-01-31 21:46:05,18.0,stronghold,red,stronghold,blue,Mirror
Gornek,1,Milutrink,0,Gornek,h3dm1/3,mephala,aeris,-600.0,141,2023-01-31 21:46:49,22.0,rampart,blue,rampart,red,Mirror
Arksen,1,plandoo,0,Arksen,Jebus Cross,galthran,solmyr,6000.0,121,2023-01-31 21:57:32,8.0,necropolis,red,tower,blue,Jebus
Krzynsztof,1,Machberet,0,Krzynsztof,mt_Andromeda,ayden,octavia,-900.0,115,2023-01-31 21:58:12,5.0,inferno,blue,inferno,red,Mirror
Niechcic,1,Puni,0,Niechcic,h3dm1/3,aeris,elleshar,900.0,136,2023-01-31 22:19:08,20.0,rampart,red,rampart,blue,Mirror
Nefretis,0,Spartakus,1,Spartakus,Nostalgia/TP,calh,aine,0.0,131,2023-01-31 22:29:54,15.0,inferno,blue,tower,red,XL+U
jacajackson,1,smok_,0,jacajackson,,monere,ciele,-6900.0,125,2023-01-31 22:38:45,12.0,conflux,blue,conflux,red,Other
Jabolpunk,0,PumbaRR,1,PumbaRR,h3dm1/3,adelaide,lord haart,800.0,112,2023-01-31 22:57:25,2.0,castle,red,castle,blue,Mirror
MysterialH3,1,Gongwazy,0,MysterialH3,mt_Firewalk,xyron,nymus,6700.0,126,2023-01-31 23:14:50,13.0,inferno,red,inferno,blue,Mirror
Aleister,0,GALAXER,1,GALAXER,,cassiopeia,illor,-6500.0,117,2023-01-31 23:15:34,7.0,cove,blue,cove,red,Other
Spinaonic,0,kringoo,1,kringoo,mt_MP,aine,neela,-4000.0,131,2023-02-01 00:18:21,15.0,tower,blue,tower,red,Mirror
dimidino,1,Flisiu,0,dimidino,mt_Andromeda,charna,clavius,1000.0,122,2023-02-01 01:10:22,9.0,necropolis,red,necropolis,blue,Mirror
Drakonin,1,konsamaxi,0,Drakonin,Nostalgia/TP,alkin,shakti,-3800.0,131,2023-02-01 11:11:36,15.0,fortress,red,dungeon,blue,XL+U
kesZu,1,Derek,0,kesZu,mt_JebusKing,miriam,anabel,-5600.0,125,2023-02-01 13:41:32,12.0,cove,red,cove,blue,Mirror
Santi_Nazarini,1,-MSF-,0,Santi_Nazarini,6lm10a/tp,valeska,alkin,4400,142,2023-02-01 14:46:08,23.0,castle,blue,fortress,red,XL+U
Gongwazy,1,CanWeLoad?,0,Gongwazy,6lm10a/tp,anabel,thant,2500,125,2023-02-01 17:23:31,12.0,cove,red,necropolis,blue,XL+U
Machberet,0,Klaudo98,1,Klaudo98,6lm10a/tp,wystan,valeska,-1700.0,123,2023-02-01 17:38:18,10.0,fortress,red,castle,blue,XL+U
Maester,0,Xerizo,1,Xerizo,Nostalgia/TP,ivor,valeska,400.0,126,2023-02-01 17:40:18,13.0,rampart,blue,castle,red,XL+U
shum8,1,Osteliks,0,shum8,h3dm1/3,nymus,marius,900.0,116,2023-02-01 18:24:04,6.0,inferno,red,inferno,blue,Mirror
Suonic,0,Findan,1,Findan,6lm10a/tp,aine,ivor,-3800.0,131,2023-02-01 18:24:33,15.0,tower,blue,rampart,red,XL+U
aabb,1,miroslav,0,aabb,mt_JebusKing,corkes,eovacius,3600.0,116,2023-02-01 18:55:40,6.0,cove,red,cove,blue,Mirror
alpaca,0,roxeno,1,roxeno,6lm10a/tp,thant,aine,2200.0,124,2023-02-01 19:01:24,11.0,necropolis,blue,tower,red,XL+U
Scooby,1,Czapla,0,Scooby,h3dm1/3,elleshar,coronius,1200.0,137,2023-02-01 20:31:18,21.0,rampart,blue,rampart,red,Mirror
PumbaRR,1,Derek,0,PumbaRR,,illor,jeremy,7500.0,124,2023-02-01 20:43:38,11.0,cove,red,cove,blue,Other
silesian7,1,mkinas888,0,silesian7,h3dm1/3,cuthbert,lord haart,800.0,121,2023-02-01 20:44:49,8.0,castle,red,castle,blue,Mirror
Mqnabz7,1,KacperOK,0,Mqnabz7,h3dm1/3,gundula,jabarkas,-900,122,2023-02-01 20:50:06,9.0,stronghold,red,stronghold,blue,Mirror
Drakonin,0,Dadalus,1,Dadalus,h3dm1/3,cuthbert,lord haart,900,127,2023-02-01 20:52:55,14.0,castle,blue,castle,red,Mirror
jacajackson,0,Drakonin,1,Drakonin,Nostalgia/TP,shakti,tyraxor,5600,124,2023-02-01 20:55:46,11.0,dungeon,red,stronghold,blue,XL+U
mrouwek,0,grzechen88,1,grzechen88,mt_Andromeda,damacon,ajit,-600.0,112,2023-02-01 21:31:42,2.0,dungeon,blue,dungeon,red,Mirror
crag.hack,0,Matrido,1,Matrido,6lm10a/tp,tyraxor,solmyr,-2300.0,141,2023-02-01 21:42:26,22.0,stronghold,red,tower,blue,XL+U
Gongwazy,1,SzarikPies,0,Gongwazy,h3dm1/3,gundula,crag hack,900.0,125,2023-02-01 22:44:01,12.0,stronghold,red,stronghold,blue,Mirror
Tyranuxus,1,szymgranu,0,Tyranuxus,6lm10a/tp,wystan,tyraxor,2200.0,126,2023-02-01 22:49:54,13.0,fortress,red,stronghold,blue,XL+U
dimidino,0,Findan,1,Findan,6lm10a/tp,aine,anabel,4000,141,2023-02-01 22:55:00,22.0,tower,blue,cove,red,XL+U
Gumis,1,miodzislaw,0,Gumis,h3dm1/3,mephala,elleshar,800.0,133,2023-02-01 22:56:42,17.0,rampart,red,rampart,blue,Mirror
javedin,1,cdk,0,javedin,mt_Andromeda,crag hack,gundula,1000,137,2023-02-02 01:47:07,21.0,stronghold,blue,stronghold,red,Mirror
Daradrax,1,GALAXER,0,Daradrax,h3dm1/3,jeremy,illor,-800.0,124,2023-02-02 02:17:16,11.0,cove,blue,cove,red,Mirror
GolczeGabana,0,Zuk,1,Zuk,6lm10a/tp,anabel,valeska,3400.0,141,2023-02-02 12:32:55,22.0,cove,red,castle,blue,XL+U
Dadalus,1,Ponczuszek,0,Dadalus,h3dm1/3,rissa,cyra,1200.0,126,2023-02-02 12:34:42,13.0,tower,red,tower,blue,Mirror
t3mz,0,Gongwazy,1,Gongwazy,Nostalgia/TP,tyraxor,thant,-3100.0,113,2023-02-02 12:59:55,3.0,stronghold,blue,necropolis,red,XL+U
Mikii,1,Daradrax,0,Mikii,h3dm1/3,boragus,shiva,1000.0,124,2023-02-02 17:43:16,11.0,stronghold,red,stronghold,blue,Mirror
Mikii,1,KopalniaDrewna,0,Mikii,6lm10a/tp,deemer,piquedram,-800.0,132,2023-02-02 17:45:35,16.0,dungeon,red,tower,blue,XL+U
Grzyboo,1,Szymek12,0,Grzyboo,mt_Firewalk,alkin,tazar,6700.0,123,2023-02-02 19:21:41,10.0,fortress,red,fortress,blue,Mirror
Gongwazy,1,Krajesiowy,0,Gongwazy,mt_JebusKing,illor,jeremy,4800.0,117,2023-02-02 20:10:52,7.0,cove,red,cove,blue,Mirror
Odelle,1,Mrozunio,0,Odelle,mt_Andromeda,illor,jeremy,-900.0,134,2023-02-02 21:04:30,18.0,cove,blue,cove,red,Mirror
Narmalcil,0,MysterialH3,1,MysterialH3,Jebus Cross,drakon,cassiopeia,2200.0,117,2023-02-02 22:17:12,7.0,fortress,red,cove,blue,Jebus
Bigracik,1,Osteliks,0,Bigracik,h3dm1/3,jabarkas,gretchin,800.0,112,2023-02-02 22:46:00,2.0,stronghold,red,stronghold,blue,Mirror
Bigracik,1,Hyde,0,Bigracik,h3dm1/3,ajit,shakti,800.0,122,2023-02-02 22:47:03,9.0,dungeon,red,dungeon,blue,Mirror
mirek_swirek,1,smegmius,0,mirek_swirek,6lm10a/tp,anabel,luna,-1000.0,211,2023-02-03 00:34:28,29.0,cove,red,conflux,blue,XL+U
Siwak66,1,Shyfayren,0,Siwak66,Nostalgia/TP,alkin,anabel,2800,124,2023-02-03 08:18:04,11.0,fortress,blue,cove,red,XL+U
popularny.proszek,1,Krwawy_ponurak,0,popularny.proszek,h3dm1/3,aeris,coronius,800,123,2023-02-03 12:39:58,10.0,rampart,red,rampart,blue,Mirror
Voideck,1,jacekchess,0,Voideck,h3dm1/3,lord haart,adelaide,700.0,132,2023-02-03 19:22:15,16.0,castle,red,castle,blue,Mirror
Fennar,0,Shyfayren,1,Shyfayren,6lm10a/tp,deemer,anabel,1700.0,123,2023-02-03 19:46:57,10.0,dungeon,blue,cove,red,XL+U
Plandoo,0,Klaudo98,1,Klaudo98,h3dm1/3,marius,octavia,-800,115,2023-02-03 21:28:23,5.0,inferno,red,inferno,blue,Mirror
michaleklos,1,Kirasjer87,0,michaleklos,mt_Firewalk,cyra,astral,5000.0,131,2023-02-03 22:57:44,15.0,tower,red,tower,blue,Mirror
aabb,1,Krzynsztof,0,aabb,mt_Firewalk,geon,dace,7200.0,122,2023-02-03 23:02:42,9.0,dungeon,red,dungeon,blue,Mirror
Krzynsztof,0,aabb,1,aabb,mt_Firewalk,dace,geon,-7200.0,122,2023-02-03 23:03:39,9.0,dungeon,blue,dungeon,red,Mirror
silesian7,0,pdemianczuk,1,pdemianczuk,h3dm1/3,cuthbert,lord haart,700.0,112,2023-02-03 23:12:27,2.0,castle,red,castle,blue,Mirror
Bigracik,1,wnukos,0,Bigracik,mt_Firewalk,mephala,coronius,7000.0,115,2023-02-03 23:25:49,5.0,rampart,red,rampart,blue,Mirror
Tagliafico,1,smok_,0,Tagliafico,mt_Firewalk,aeris,jenova,6200.0,125,2023-02-03 23:51:39,12.0,rampart,red,rampart,blue,Mirror
cdk,0,Krajesiowy,1,Krajesiowy,mt_Firewalk,ajit,damacon,-3500.0,127,2023-02-04 00:38:02,14.0,dungeon,blue,dungeon,red,Mirror
Flisiu,1,gornik,0,Flisiu,6lm10a/tp,tyraxor,anabel,-4400.0,136,2023-02-04 00:59:02,20.0,stronghold,red,cove,blue,XL+U
AvendaIllustrati,1,Soczi80,0,AvendaIllustrati,6lm10a/tp,tyraxor,drakon,-200.0,137,2023-02-04 10:44:33,21.0,stronghold,red,fortress,blue,XL+U
LordDavy,1,pdemianczuk,0,LordDavy,h3dm1/3,gundula,gretchin,600.0,132,2023-02-04 11:18:58,16.0,stronghold,red,stronghold,blue,Mirror
Jon_Snow_,1,burymistrz,0,Jon_Snow_,6lm10a/tp,wystan,ivor,-1700.0,136,2023-02-04 11:21:35,20.0,fortress,red,rampart,blue,XL+U
miroslav,0,Rambixxx,1,Rambixxx,mt_Firewalk,xyron,nymus,-4900.0,127,2023-02-04 15:48:38,14.0,inferno,blue,inferno,red,Mirror
Odelle,1,korczi,0,Odelle,mt_Andromeda,dace,damacon,900.0,113,2023-02-04 16:04:44,3.0,dungeon,red,dungeon,blue,Mirror
CzileraInzyniera,1,roxeno,0,CzileraInzyniera,h3dm1/3,daremyth,fafner,-900.0,112,2023-02-04 17:31:53,2.0,tower,blue,tower,red,Mirror
Bejker,1,macros,0,Bejker,Nostalgia/TP,anabel,drakon,2300.0,141,2023-02-04 17:39:29,22.0,cove,blue,fortress,red,XL+U
Flisiu,1,Zandarz,0,Flisiu,h3dm1/3,coronius,aeris,-900.0,127,2023-02-04 17:48:33,14.0,rampart,blue,rampart,red,Mirror
