result,town,hero,color,bidding,opponent_town,opponent_hero,turns,template,template_type
0,inferno,ignatius,red,-2900.0,rampart,ivor,2.0,Jebus Cross,Jebus
1,rampart,ivor,blue,2900.0,inferno,ignatius,2.0,Jebus Cross,Jebus
1,stronghold,shiva,blue,-3500.0,rampart,aeris,27.0,Duel,Duel
0,rampart,aeris,red,3500.0,stronghold,shiva,27.0,Duel,Duel
0,rampart,ivor,blue,-4800.0,necropolis,galthran,11.0,Jebus Cross,Jebus
1,necropolis,galthran,red,4800.0,rampart,ivor,11.0,Jebus Cross,Jebus
1,stronghold,boragus,red,1000.0,stronghold,shiva,21.0,h3dm1/3,Mirror
0,stronghold,shiva,blue,-1000.0,stronghold,boragus,21.0,h3dm1/3,Mirror
1,conflux,luna,blue,3400.0,inferno,calh,7.0,6lm10a/tp,XL+U
0,inferno,calh,red,-3400.0,conflux,luna,7.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,3100.0,stronghold,tyraxor,18.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,red,-3100.0,rampart,ivor,18.0,6lm10a/tp,XL+U
1,inferno,fiona,red,-3400.0,necropolis,vidomina,29.0,Duel,Duel
0,necropolis,vidomina,blue,3400.0,inferno,fiona,29.0,Duel,Duel
0,inferno,calh,red,2500.0,cove,cassiopeia,16.0,Jebus Cross,Jebus
1,cove,cassiopeia,blue,-2500.0,inferno,calh,16.0,Jebus Cross,Jebus
1,castle,valeska,blue,-3900.0,rampart,ivor,15.0,6lm10a/tp,XL+U
0,rampart,ivor,red,3900.0,castle,valeska,15.0,6lm10a/tp,XL+U
1,rampart,coronius,red,7500.0,rampart,aeris,10.0,mt_Firewalk,Mirror
0,rampart,aeris,blue,-7500.0,rampart,coronius,10.0,mt_Firewalk,Mirror
0,castle,valeska,blue,3900.0,tower,solmyr,21.0,Jebus Cross,Jebus
1,tower,solmyr,red,-3900.0,castle,valeska,21.0,Jebus Cross,Jebus
1,dungeon,shakti,red,5700.0,rampart,ivor,9.0,Jebus Cross,Jebus
0,rampart,ivor,blue,-5700.0,dungeon,shakti,9.0,Jebus Cross,Jebus
1,tower,aine,blue,-1400.0,tower,astral,7.0,mt_Andromeda,Mirror
0,tower,astral,red,1400.0,tower,aine,7.0,mt_Andromeda,Mirror
0,castle,edric,red,3800.0,castle,tyris,10.0,mt_JebusKing,Mirror
1,castle,tyris,blue,-3800.0,castle,edric,10.0,mt_JebusKing,Mirror
0,stronghold,tyraxor,red,3000.0,necropolis,thant,18.0,6lm10a/tp,XL+U
1,necropolis,thant,blue,-3000.0,stronghold,tyraxor,18.0,6lm10a/tp,XL+U
0,stronghold,gundula,red,2000.0,stronghold,jabarkas,4.0,mt_JebusKing,Mirror
1,stronghold,jabarkas,blue,-2000.0,stronghold,gundula,4.0,mt_JebusKing,Mirror
0,inferno,fiona,blue,-3700.0,fortress,broghild,27.0,Duel,Duel
1,fortress,broghild,red,3700.0,inferno,fiona,27.0,Duel,Duel
0,tower,astral,red,900.0,tower,cyra,16.0,h3dm1/3,Mirror
1,tower,cyra,blue,-900.0,tower,astral,16.0,h3dm1/3,Mirror
0,dungeon,damacon,red,4700.0,dungeon,dace,6.0,mt_JebusKing,Mirror
1,dungeon,dace,blue,-4700.0,dungeon,damacon,6.0,mt_JebusKing,Mirror
0,cove,anabel,red,2400.0,rampart,ivor,21.0,Rally,XL+U
1,rampart,ivor,blue,-2400.0,cove,anabel,21.0,Rally,XL+U
1,tower,solmyr,red,-1100.0,castle,valeska,12.0,Jebus Cross,Jebus
0,castle,valeska,blue,1100.0,tower,solmyr,12.0,Jebus Cross,Jebus
1,rampart,ivor,blue,3200.0,fortress,wystan,8.0,6lm10a/tp,XL+U
0,fortress,wystan,red,-3200.0,rampart,ivor,8.0,6lm10a/tp,XL+U
1,inferno,octavia,red,7500.0,inferno,xyron,13.0,,Other
0,inferno,xyron,blue,-7500.0,inferno,octavia,13.0,,Other
0,fortress,drakon,blue,1700.0,inferno,calh,11.0,Jebus Cross,Jebus
1,inferno,calh,red,-1700.0,fortress,drakon,11.0,Jebus Cross,Jebus
0,cove,cassiopeia,red,100.0,castle,valeska,4.0,Jebus Cross,Jebus
1,castle,valeska,blue,-100.0,cove,cassiopeia,4.0,Jebus Cross,Jebus
1,fortress,drakon,blue,2800.0,tower,solmyr,16.0,Jebus Cross,Jebus
0,tower,solmyr,red,-2800.0,fortress,drakon,16.0,Jebus Cross,Jebus
0,cove,cassiopeia,red,-3400.0,rampart,ivor,11.0,Jebus Cross,Jebus
1,rampart,ivor,blue,3400.0,cove,cassiopeia,11.0,Jebus Cross,Jebus
0,stronghold,tyraxor,red,-4200.0,conflux,luna,19.0,Jebus Cross,Jebus
1,conflux,luna,blue,4200.0,stronghold,tyraxor,19.0,Jebus Cross,Jebus
0,castle,caitlin,red,4900.0,dungeon,alamar,17.0,Duel,Duel
1,dungeon,alamar,blue,-4900.0,castle,caitlin,17.0,Duel,Duel
0,rampart,ivor,blue,-4300.0,stronghold,tyraxor,16.0,Jebus Cross,Jebus
1,stronghold,tyraxor,red,4300.0,rampart,ivor,16.0,Jebus Cross,Jebus
0,rampart,ivor,blue,-3100.0,castle,valeska,15.0,Rally,XL+U
1,castle,valeska,red,3100.0,rampart,ivor,15.0,Rally,XL+U
0,cove,jeremy,red,7000.0,cove,illor,1.0,mt_Firewalk,Mirror
1,cove,illor,blue,-7000.0,cove,jeremy,1.0,mt_Firewalk,Mirror
1,conflux,monere,red,4500.0,conflux,ciele,9.0,mt_JebusKing,Mirror
0,conflux,ciele,blue,-4500.0,conflux,monere,9.0,mt_JebusKing,Mirror
0,dungeon,alamar,red,5000.0,cove,tark,25.0,Duel,Duel
1,cove,tark,blue,-5000.0,dungeon,alamar,25.0,Duel,Duel
0,rampart,elleshar,blue,-4000.0,rampart,coronius,5.0,mt_JebusKing,Mirror
1,rampart,coronius,red,4000.0,rampart,elleshar,5.0,mt_JebusKing,Mirror
1,stronghold,tyraxor,blue,-5400.0,castle,valeska,14.0,6lm10a/tp,XL+U
0,castle,valeska,red,5400.0,stronghold,tyraxor,14.0,6lm10a/tp,XL+U
1,castle,valeska,blue,-6500.0,dungeon,shakti,10.0,Jebus Cross,Jebus
0,dungeon,shakti,red,6500.0,castle,valeska,10.0,Jebus Cross,Jebus
1,dungeon,shakti,red,-1900.0,necropolis,thant,19.0,6lm10a/tp,XL+U
0,necropolis,thant,blue,1900.0,dungeon,shakti,19.0,6lm10a/tp,XL+U
1,castle,valeska,red,-2900.0,rampart,ivor,15.0,Nostalgia/TP,XL+U
0,rampart,ivor,blue,2900.0,castle,valeska,15.0,Nostalgia/TP,XL+U
0,conflux,pasis,red,0.0,conflux,monere,8.0,mt_JebusKing,Mirror
1,conflux,monere,blue,-0.0,conflux,pasis,8.0,mt_JebusKing,Mirror
0,castle,adelaide,red,3500.0,rampart,ivor,27.0,Duel,Duel
1,rampart,ivor,blue,-3500.0,castle,adelaide,27.0,Duel,Duel
1,stronghold,crag hack,blue,-3700.0,stronghold,gundula,15.0,mt_JebusKing,Mirror
0,stronghold,gundula,red,3700.0,stronghold,crag hack,15.0,mt_JebusKing,Mirror
1,conflux,pasis,blue,800.0,conflux,gelare,15.0,mt_Andromeda,Mirror
0,conflux,gelare,red,-800.0,conflux,pasis,15.0,mt_Andromeda,Mirror
1,tower,neela,red,4000.0,tower,cyra,16.0,mt_JebusKing,Mirror
0,tower,cyra,blue,-4000.0,tower,neela,16.0,mt_JebusKing,Mirror
1,fortress,bron,red,4100.0,fortress,alkin,12.0,mt_JebusKing,Mirror
0,fortress,alkin,blue,-4100.0,fortress,bron,12.0,mt_JebusKing,Mirror
1,cove,miriam,red,3400.0,cove,corkes,11.0,mt_JebusKing,Mirror
0,cove,corkes,blue,-3400.0,cove,miriam,11.0,mt_JebusKing,Mirror
0,necropolis,thant,red,3100.0,tower,aine,26.0,Sapphire,Other
1,tower,aine,blue,-3100.0,necropolis,thant,26.0,Sapphire,Other
0,castle,orrin,red,3800.0,castle,adela,10.0,mt_JebusKing,Mirror
1,castle,adela,blue,-3800.0,castle,orrin,10.0,mt_JebusKing,Mirror
0,fortress,alkin,red,500.0,castle,valeska,20.0,6lm10a/tp,XL+U
1,castle,valeska,blue,-500.0,fortress,alkin,20.0,6lm10a/tp,XL+U
1,rampart,ivor,red,800.0,stronghold,tyraxor,16.0,Sapphire,Other
0,stronghold,tyraxor,blue,-800.0,rampart,ivor,16.0,Sapphire,Other
0,conflux,luna,red,5500.0,fortress,drakon,10.0,Jebus Cross,Jebus
1,fortress,drakon,blue,-5500.0,conflux,luna,10.0,Jebus Cross,Jebus
1,inferno,nymus,blue,-4000.0,inferno,fiona,6.0,mt_JebusKing,Mirror
0,inferno,fiona,red,4000.0,inferno,nymus,6.0,mt_JebusKing,Mirror
0,castle,adela,blue,-6600.0,castle,cuthbert,7.0,,Other
1,castle,cuthbert,red,6600.0,castle,adela,7.0,,Other
1,cove,anabel,blue,1300.0,cove,cassiopeia,20.0,h3dm1/3,Mirror
0,cove,cassiopeia,red,-1300.0,cove,anabel,20.0,h3dm1/3,Mirror
1,fortress,tazar,blue,-3100.0,dungeon,deemer,15.0,Rally,XL+U
0,dungeon,deemer,red,3100.0,fortress,tazar,15.0,Rally,XL+U
0,rampart,jenova,blue,-800.0,rampart,elleshar,8.0,h3dm1/3,Mirror
1,rampart,elleshar,red,800.0,rampart,jenova,8.0,h3dm1/3,Mirror
0,dungeon,damacon,blue,-3500.0,dungeon,dace,3.0,mt_JebusKing,Mirror
1,dungeon,dace,red,3500.0,dungeon,damacon,3.0,mt_JebusKing,Mirror
0,castle,valeska,red,-3000.0,conflux,grindan,12.0,Jebus Cross,Jebus
1,conflux,grindan,blue,3000.0,castle,valeska,12.0,Jebus Cross,Jebus
0,cove,miriam,red,4300.0,cove,anabel,5.0,mt_JebusKing,Mirror
1,cove,anabel,blue,-4300.0,cove,miriam,5.0,mt_JebusKing,Mirror
1,cove,jeremy,red,400.0,cove,eovacius,11.0,mt_Andromeda,Mirror
0,cove,eovacius,blue,-400.0,cove,jeremy,11.0,mt_Andromeda,Mirror
1,tower,aine,red,-400.0,conflux,luna,10.0,6lm10a/tp,XL+U
0,conflux,luna,blue,400.0,tower,aine,10.0,6lm10a/tp,XL+U
1,fortress,alkin,blue,4000.0,tower,aine,15.0,6lm10a/tp,XL+U
0,tower,aine,red,-4000.0,fortress,alkin,15.0,6lm10a/tp,XL+U
0,conflux,luna,red,1400.0,castle,valeska,10.0,Jebus Cross,Jebus
1,castle,valeska,blue,-1400.0,conflux,luna,10.0,Jebus Cross,Jebus
1,rampart,ivor,red,3000.0,inferno,calh,25.0,6lm10a/tp,XL+U
0,inferno,calh,blue,-3000.0,rampart,ivor,25.0,6lm10a/tp,XL+U
0,castle,adelaide,red,1400.0,castle,cuthbert,11.0,mt_Andromeda,Mirror
1,castle,cuthbert,blue,-1400.0,castle,adelaide,11.0,mt_Andromeda,Mirror
1,castle,sorsha,red,6500.0,castle,tyris,12.0,mt_Firewalk,Mirror
0,castle,tyris,blue,-6500.0,castle,sorsha,12.0,mt_Firewalk,Mirror
1,fortress,alkin,blue,-4000.0,fortress,tazar,15.0,mt_JebusKing,Mirror
0,fortress,tazar,red,4000.0,fortress,alkin,15.0,mt_JebusKing,Mirror
1,castle,adela,red,5000.0,castle,adelaide,21.0,mt_Firewalk,Mirror
0,castle,adelaide,blue,-5000.0,castle,adela,21.0,mt_Firewalk,Mirror
1,cove,cassiopeia,red,3700.0,tower,solmyr,7.0,Jebus Cross,Jebus
0,tower,solmyr,blue,-3700.0,cove,cassiopeia,7.0,Jebus Cross,Jebus
1,fortress,alkin,blue,-4100.0,fortress,tazar,15.0,mt_JebusKing,Mirror
0,fortress,tazar,red,4100.0,fortress,alkin,15.0,mt_JebusKing,Mirror
0,fortress,wystan,blue,-200.0,rampart,ivor,11.0,Nostalgia/TP,XL+U
1,rampart,ivor,red,200.0,fortress,wystan,11.0,Nostalgia/TP,XL+U
0,tower,solmyr,blue,2800.0,fortress,drakon,12.0,Jebus Cross,Jebus
1,fortress,drakon,red,-2800.0,tower,solmyr,12.0,Jebus Cross,Jebus
1,conflux,grindan,red,4400.0,stronghold,tyraxor,21.0,Sapphire,Other
0,stronghold,tyraxor,blue,-4400.0,conflux,grindan,21.0,Sapphire,Other
0,rampart,mephala,blue,-1000.0,rampart,coronius,19.0,h3dm1/3,Mirror
1,rampart,coronius,red,1000.0,rampart,mephala,19.0,h3dm1/3,Mirror
0,fortress,broghild,blue,-3700.0,rampart,ivor,19.0,Sapphire,Other
1,rampart,ivor,red,3700.0,fortress,broghild,19.0,Sapphire,Other
1,cove,anabel,blue,-2800.0,dungeon,shakti,16.0,Nostalgia/TP,XL+U
0,dungeon,shakti,red,2800.0,cove,anabel,16.0,Nostalgia/TP,XL+U
1,necropolis,isra,blue,5200.0,necropolis,septienna,11.0,mt_JebusKing,Mirror
0,necropolis,septienna,red,-5200.0,necropolis,isra,11.0,mt_JebusKing,Mirror
1,fortress,alkin,red,-3000.0,fortress,tazar,11.0,mt_JebusKing,Mirror
0,fortress,tazar,blue,3000.0,fortress,alkin,11.0,mt_JebusKing,Mirror
0,conflux,grindan,blue,1900.0,cove,cassiopeia,6.0,Jebus Cross,Jebus
1,cove,cassiopeia,red,-1900.0,conflux,grindan,6.0,Jebus Cross,Jebus
0,fortress,alkin,blue,-3300.0,castle,valeska,23.0,Jebus Cross,Jebus
1,castle,valeska,red,3300.0,fortress,alkin,23.0,Jebus Cross,Jebus
0,castle,valeska,blue,3200.0,cove,cassiopeia,14.0,Jebus Cross,Jebus
1,cove,cassiopeia,red,-3200.0,castle,valeska,14.0,Jebus Cross,Jebus
0,stronghold,tyraxor,blue,-6300.0,castle,valeska,7.0,Jebus Cross,Jebus
1,castle,valeska,red,6300.0,stronghold,tyraxor,7.0,Jebus Cross,Jebus
0,cove,anabel,red,-2800.0,castle,valeska,23.0,6lm10a/tp,XL+U
1,castle,valeska,blue,2800.0,cove,anabel,23.0,6lm10a/tp,XL+U
0,rampart,ivor,red,-3900.0,necropolis,galthran,8.0,Jebus Cross,Jebus
1,necropolis,galthran,blue,3900.0,rampart,ivor,8.0,Jebus Cross,Jebus
0,cove,anabel,red,-3000.0,necropolis,thant,15.0,Nostalgia/TP,XL+U
1,necropolis,thant,blue,3000.0,cove,anabel,15.0,Nostalgia/TP,XL+U
0,necropolis,thant,red,5700.0,inferno,calh,10.0,Jebus Cross,Jebus
1,inferno,calh,blue,-5700.0,necropolis,thant,10.0,Jebus Cross,Jebus
1,castle,valeska,blue,1400.0,dungeon,shakti,23.0,Jebus Cross,Jebus
0,dungeon,shakti,red,-1400.0,castle,valeska,23.0,Jebus Cross,Jebus
0,cove,jeremy,blue,-7400.0,cove,illor,10.0,mt_Firewalk,Mirror
1,cove,illor,red,7400.0,cove,jeremy,10.0,mt_Firewalk,Mirror
0,stronghold,tyraxor,blue,-3100.0,necropolis,thant,47.0,Sapphire,Other
1,necropolis,thant,red,3100.0,stronghold,tyraxor,47.0,Sapphire,Other
0,stronghold,boragus,red,900.0,stronghold,gundula,19.0,h3dm1/3,Mirror
1,stronghold,gundula,blue,-900.0,stronghold,boragus,19.0,h3dm1/3,Mirror
1,tower,aine,blue,-2300.0,conflux,luna,12.0,Nostalgia/TP,XL+U
0,conflux,luna,red,2300.0,tower,aine,12.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,-2200.0,castle,valeska,26.0,6lm10a/tp,XL+U
0,castle,valeska,red,2200.0,cove,anabel,26.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,-3900.0,fortress,drakon,22.0,6lm10a/tp,XL+U
0,fortress,drakon,red,3900.0,stronghold,tyraxor,22.0,6lm10a/tp,XL+U
1,dungeon,deemer,red,500.0,inferno,calh,16.0,Kubaryt,XL+U
0,inferno,calh,blue,-500.0,dungeon,deemer,16.0,Kubaryt,XL+U
0,conflux,brissa,blue,-800.0,conflux,monere,14.0,h3dm1/3,Mirror
1,conflux,monere,red,800.0,conflux,brissa,14.0,h3dm1/3,Mirror
0,dungeon,shakti,blue,3200.0,tower,solmyr,15.0,Jebus Cross,Jebus
1,tower,solmyr,red,-3200.0,dungeon,shakti,15.0,Jebus Cross,Jebus
0,stronghold,gretchin,blue,-2500.0,stronghold,shiva,14.0,mt_JebusKing,Mirror
1,stronghold,shiva,red,2500.0,stronghold,gretchin,14.0,mt_JebusKing,Mirror
0,rampart,ivor,blue,2200.0,tower,solmyr,10.0,Jebus Cross,Jebus
1,tower,solmyr,red,-2200.0,rampart,ivor,10.0,Jebus Cross,Jebus
1,inferno,ayden,red,-800.0,inferno,marius,5.0,h3dm1/3,Mirror
0,inferno,marius,blue,800.0,inferno,ayden,5.0,h3dm1/3,Mirror
0,inferno,octavia,blue,-4500.0,inferno,nymus,9.0,mt_JebusKing,Mirror
1,inferno,nymus,red,4500.0,inferno,octavia,9.0,mt_JebusKing,Mirror
0,rampart,ivor,red,3700.0,castle,valeska,9.0,6lm10a/tp,XL+U
1,castle,valeska,blue,-3700.0,rampart,ivor,9.0,6lm10a/tp,XL+U
1,fortress,alkin,red,-2400.0,rampart,ivor,10.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,2400.0,fortress,alkin,10.0,6lm10a/tp,XL+U
1,tower,aine,blue,4900.0,necropolis,thant,30.0,6lm10a/tp,XL+U
0,necropolis,thant,red,-4900.0,tower,aine,30.0,6lm10a/tp,XL+U
1,tower,fafner,red,4700.0,tower,aine,9.0,mt_JebusKing,Mirror
0,tower,aine,blue,-4700.0,tower,fafner,9.0,mt_JebusKing,Mirror
0,fortress,tazar,red,5700.0,fortress,alkin,11.0,mt_JebusKing,Mirror
1,fortress,alkin,blue,-5700.0,fortress,tazar,11.0,mt_JebusKing,Mirror
1,tower,solmyr,blue,-6700.0,rampart,ivor,9.0,Duel,Duel
0,rampart,ivor,red,6700.0,tower,solmyr,9.0,Duel,Duel
0,conflux,fiur,blue,-4000.0,conflux,pasis,9.0,mt_JebusKing,Mirror
1,conflux,pasis,red,4000.0,conflux,fiur,9.0,mt_JebusKing,Mirror
1,conflux,aenain,blue,-600.0,conflux,gelare,12.0,mt_Andromeda,Mirror
0,conflux,gelare,red,600.0,conflux,aenain,12.0,mt_Andromeda,Mirror
0,tower,cyra,blue,-800.0,tower,thane,9.0,h3dm1/3,Mirror
1,tower,thane,red,800.0,tower,cyra,9.0,h3dm1/3,Mirror
0,cove,anabel,red,-4500.0,tower,solmyr,18.0,Nostalgia/TP,XL+U
1,tower,solmyr,blue,4500.0,cove,anabel,18.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,red,-3700.0,cove,anabel,9.0,6lm10a/tp,XL+U
0,cove,anabel,blue,3700.0,stronghold,tyraxor,9.0,6lm10a/tp,XL+U
0,cove,cassiopeia,red,-3100.0,dungeon,shakti,3.0,Jebus Cross,Jebus
1,dungeon,shakti,blue,3100.0,cove,cassiopeia,3.0,Jebus Cross,Jebus
1,inferno,calh,red,4000.0,castle,valeska,11.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-4000.0,inferno,calh,11.0,Nostalgia/TP,XL+U
1,dungeon,sephinroth,blue,-900.0,dungeon,mutare drake,7.0,mt_Andromeda,Mirror
0,dungeon,mutare drake,red,900.0,dungeon,sephinroth,7.0,mt_Andromeda,Mirror
0,tower,rissa,red,1800.0,tower,fafner,12.0,mt_MP,Mirror
1,tower,fafner,blue,-1800.0,tower,rissa,12.0,mt_MP,Mirror
0,castle,caitlin,blue,-6800.0,castle,lord haart,5.0,mt_Firewalk,Mirror
1,castle,lord haart,red,6800.0,castle,caitlin,5.0,mt_Firewalk,Mirror
1,stronghold,tyraxor,red,-4900.0,castle,valeska,14.0,Jebus Cross,Jebus
0,castle,valeska,blue,4900.0,stronghold,tyraxor,14.0,Jebus Cross,Jebus
0,castle,lord haart,red,5000.0,castle,sorsha,3.0,mt_JebusKing,Mirror
1,castle,sorsha,blue,-5000.0,castle,lord haart,3.0,mt_JebusKing,Mirror
0,cove,corkes,blue,-3000.0,cove,eovacius,9.0,mt_Firewalk,Mirror
1,cove,eovacius,red,3000.0,cove,corkes,9.0,mt_Firewalk,Mirror
1,stronghold,tyraxor,red,-900.0,fortress,drakon,7.0,Jebus Cross,Jebus
0,fortress,drakon,blue,900.0,stronghold,tyraxor,7.0,Jebus Cross,Jebus
0,stronghold,tyraxor,blue,-3600.0,tower,solmyr,12.0,Jebus Cross,Jebus
1,tower,solmyr,red,3600.0,stronghold,tyraxor,12.0,Jebus Cross,Jebus
1,castle,valeska,blue,-200.0,rampart,kyrre,5.0,Sapphire,Other
0,rampart,kyrre,red,200.0,castle,valeska,5.0,Sapphire,Other
1,necropolis,galthran,blue,0.0,castle,valeska,8.0,Jebus Cross,Jebus
0,castle,valeska,red,-0.0,necropolis,galthran,8.0,Jebus Cross,Jebus
0,rampart,ivor,red,4000.0,inferno,ignatius,8.0,Jebus Cross,Jebus
1,inferno,ignatius,blue,-4000.0,rampart,ivor,8.0,Jebus Cross,Jebus
1,cove,illor,red,3200.0,cove,jeremy,9.0,mt_JebusKing,Mirror
0,cove,jeremy,blue,-3200.0,cove,illor,9.0,mt_JebusKing,Mirror
0,dungeon,gunnar,blue,900.0,conflux,grindan,20.0,Nostalgia/TP,XL+U
1,conflux,grindan,red,-900.0,dungeon,gunnar,20.0,Nostalgia/TP,XL+U
0,dungeon,mutare,blue,-5400.0,dungeon,ajit,10.0,mt_Firewalk,Mirror
1,dungeon,ajit,red,5400.0,dungeon,mutare,10.0,mt_Firewalk,Mirror
0,stronghold,gundula,red,-1600.0,stronghold,shiva,13.0,h3dm1/3,Mirror
1,stronghold,shiva,blue,1600.0,stronghold,gundula,13.0,h3dm1/3,Mirror
1,stronghold,gretchin,blue,-3100.0,stronghold,shiva,9.0,mt_JebusKing,Mirror
0,stronghold,shiva,red,3100.0,stronghold,gretchin,9.0,mt_JebusKing,Mirror
1,fortress,tazar,blue,-900.0,fortress,alkin,29.0,h3dm1/3,Mirror
0,fortress,alkin,red,900.0,fortress,tazar,29.0,h3dm1/3,Mirror
1,stronghold,tyraxor,blue,-4500.0,dungeon,deemer,20.0,6lm10a/tp,XL+U
0,dungeon,deemer,red,4500.0,stronghold,tyraxor,20.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-3900.0,necropolis,galthran,4.0,Jebus Cross,Jebus
1,necropolis,galthran,red,3900.0,castle,valeska,4.0,Jebus Cross,Jebus
1,cove,eovacius,red,1400.0,dungeon,alamar,21.0,Duel,Duel
0,dungeon,alamar,blue,-1400.0,cove,eovacius,21.0,Duel,Duel
1,cove,cassiopeia,red,-3900.0,conflux,luna,10.0,Jebus Cross,Jebus
0,conflux,luna,blue,3900.0,cove,cassiopeia,10.0,Jebus Cross,Jebus
0,tower,solmyr,blue,-6200.0,necropolis,galthran,4.0,Jebus Cross,Jebus
1,necropolis,galthran,red,6200.0,tower,solmyr,4.0,Jebus Cross,Jebus
0,stronghold,boragus,blue,-7400.0,stronghold,shiva,7.0,mt_Firewalk,Mirror
1,stronghold,shiva,red,7400.0,stronghold,boragus,7.0,mt_Firewalk,Mirror
0,fortress,alkin,red,5200.0,conflux,luna,6.0,Mini-nostalgia,Other
1,conflux,luna,blue,-5200.0,fortress,alkin,6.0,Mini-nostalgia,Other
0,fortress,kinkeria,red,-600.0,fortress,tazar,23.0,h3dm1/3,Mirror
1,fortress,tazar,blue,600.0,fortress,kinkeria,23.0,h3dm1/3,Mirror
1,castle,beatrice,blue,-4500.0,castle,tyris,11.0,mt_JebusKing,Mirror
0,castle,tyris,red,4500.0,castle,beatrice,11.0,mt_JebusKing,Mirror
0,castle,valeska,red,1100.0,cove,anabel,9.0,6lm10a/tp,XL+U
1,cove,anabel,blue,-1100.0,castle,valeska,9.0,6lm10a/tp,XL+U
1,castle,valeska,blue,2700.0,conflux,luna,10.0,6lm10a/tp,XL+U
0,conflux,luna,red,-2700.0,castle,valeska,10.0,6lm10a/tp,XL+U
1,necropolis,vidomina,blue,-5500.0,necropolis,isra,4.0,mt_Firewalk,Mirror
0,necropolis,isra,red,5500.0,necropolis,vidomina,4.0,mt_Firewalk,Mirror
0,dungeon,shakti,red,1400.0,inferno,calh,19.0,Rally,XL+U
1,inferno,calh,blue,-1400.0,dungeon,shakti,19.0,Rally,XL+U
0,necropolis,aislinn,blue,-3500.0,necropolis,vidomina,13.0,mt_JebusKing,Mirror
1,necropolis,vidomina,red,3500.0,necropolis,aislinn,13.0,mt_JebusKing,Mirror
0,castle,valeska,blue,2200.0,inferno,calh,23.0,Sapphire,Other
1,inferno,calh,red,-2200.0,castle,valeska,23.0,Sapphire,Other
0,cove,cassiopeia,red,-3900.0,dungeon,shakti,10.0,Jebus Cross,Jebus
1,dungeon,shakti,blue,3900.0,cove,cassiopeia,10.0,Jebus Cross,Jebus
1,rampart,ivor,red,700.0,dungeon,shakti,15.0,6lm10a/tp,XL+U
0,dungeon,shakti,blue,-700.0,rampart,ivor,15.0,6lm10a/tp,XL+U
0,castle,valeska,red,-1600.0,conflux,luna,14.0,Jebus Cross,Jebus
1,conflux,luna,blue,1600.0,castle,valeska,14.0,Jebus Cross,Jebus
0,necropolis,isra,red,-1000.0,necropolis,vidomina,10.0,mt_MP,Mirror
1,necropolis,vidomina,blue,1000.0,necropolis,isra,10.0,mt_MP,Mirror
0,tower,solmyr,blue,-3000.0,rampart,ivor,14.0,Rally,XL+U
1,rampart,ivor,red,3000.0,tower,solmyr,14.0,Rally,XL+U
1,castle,adela,red,3400.0,castle,orrin,5.0,mt_JebusKing,Mirror
0,castle,orrin,blue,-3400.0,castle,adela,5.0,mt_JebusKing,Mirror
0,cove,cassiopeia,red,4500.0,fortress,drakon,9.0,Jebus Cross,Jebus
1,fortress,drakon,blue,-4500.0,cove,cassiopeia,9.0,Jebus Cross,Jebus
0,castle,valeska,blue,6400.0,tower,josephine,13.0,Jebus Cross,Jebus
1,tower,josephine,red,-6400.0,castle,valeska,13.0,Jebus Cross,Jebus
1,rampart,giselle,red,800.0,rampart,coronius,14.0,h3dm1/3,Mirror
0,rampart,coronius,blue,-800.0,rampart,giselle,14.0,h3dm1/3,Mirror
1,rampart,aeris,red,-2200.0,conflux,grindan,25.0,Duel,Duel
0,conflux,grindan,blue,2200.0,rampart,aeris,25.0,Duel,Duel
1,cove,jeremy,red,6300.0,cove,illor,9.0,mt_Firewalk,Mirror
0,cove,illor,blue,-6300.0,cove,jeremy,9.0,mt_Firewalk,Mirror
1,fortress,drakon,blue,0.0,inferno,calh,6.0,Jebus Cross,Jebus
0,inferno,calh,red,-0.0,fortress,drakon,6.0,Jebus Cross,Jebus
0,tower,solmyr,blue,-2300.0,rampart,ivor,29.0,Nostalgia/TP,XL+U
1,rampart,ivor,red,2300.0,tower,solmyr,29.0,Nostalgia/TP,XL+U
0,tower,solmyr,red,-2100.0,castle,valeska,3.0,Jebus Cross,Jebus
1,castle,valeska,blue,2100.0,tower,solmyr,3.0,Jebus Cross,Jebus
1,fortress,drakon,blue,-5500.0,rampart,ivor,3.0,Jebus Cross,Jebus
0,rampart,ivor,red,5500.0,fortress,drakon,3.0,Jebus Cross,Jebus
1,castle,valeska,red,3800.0,rampart,ivor,9.0,Jebus Cross,Jebus
0,rampart,ivor,blue,-3800.0,castle,valeska,9.0,Jebus Cross,Jebus
1,castle,valeska,red,-1800.0,dungeon,shakti,9.0,Jebus Cross,Jebus
0,dungeon,shakti,blue,1800.0,castle,valeska,9.0,Jebus Cross,Jebus
1,conflux,luna,red,5500.0,cove,cassiopeia,13.0,Jebus Cross,Jebus
0,cove,cassiopeia,blue,-5500.0,conflux,luna,13.0,Jebus Cross,Jebus
